Index;Tokenization
370;كنت,تشجيع,ليل,ماضي,فتاة,قام,قلب,
371;قد,سريع,حق,صعد,عال,حق,
372;قد,التحق,جامع,أمكن,تصديق,
373;خريف,
374;أزعج,زوج,استمر,إعطاء,عصا,رغم,آذى,
375;على,اتصل,والد,مروح,ضحك,علي,
376;خائف,مهرج,
377;رأى,فيلم,بكى,
378;قام,رحل,عطل,نهاية,أسبوع,قمن,فندق,طيف,شرف,طلى,حمام,سباح,
379;شرف,جانب,سلب,حاول,طيور,نورس,دائم,سرقة,طعام,
380;ركب,سيار,ذهاب,عمل,سجل,ملاحظ,مقعد,
381;بالغ,عمر,سنوات,أراد,خبر,أحب,تمنى,أتى,عمل,معي,
382;اعتقد,ونى,أخرج,تناول,ريم,
383;قد,غش,اختبار,شعر,خجل,شديد,
384;فعل,قع,مشكل,
385;افتقد,فراد,عائل,ذهب,جميع,
386;تقدم,سن,مواجه,حقيق,أحباء,تواجد,أبد,
387;كاد,موت,عام,ماضي,
388;كنت,محظوظ,
389;ذهب,سباح,مسبح,متأخر,ليل,واحد,إجازة,
390;قد,ساخن,طيف,قفز,مايو,خرج,وصل,شعر,
391;خائف,أشباح,
392;قابل,شبح,أبد,
393;دائم,مستعد,أعاصير,
394;حبا,تكساس,
395;حصل,مكافأ,ضخم,عمل,أسبوع,ماضي,
396;كفى,ونى,تمكن,سداد,سيار,كثير,
397;شق,قرب,صندوق,قمام,مجمع,
398;مشكل,ترك,ناس,خارج,كثير,حيوان,ليل,
399;منى,فوز,يانصيب,أسبوع,
400;ربما,أمكن,تقسيم,فز,
401;صديق,مزعج,
402;تحدث,كثير,
403;كنت,سعيد,ولد,
404;خبر,أحد,
405;يم,صلى,سرع,كاف,
406;مفضل,لد,حب,ارتداء,ملابس,أطفال,أكل,حلوى,
407;ذهب,اصطحاب,لاس,ليل,ماضي,موعد,كنت,مؤدب,طيف,
408;التقى,عبر,موقع,مواعد,كنت,متوتر,كن,سمح,ظهور,تولى,مسؤول,
409;سعيد,جد,تخرج,كلية,
410;لد,
411;تلقى,طلب,مكتب,رئيس,اعتقد,ونى,ألقى,خبار,سيئ,اتضح,عرض,علي,ترقي,
412;تأكيد,على,
413;قد,درس,متأكد,ونى,اجتاز,اختبار,
414;توقع,كوى,
415;رئيس,ها,
416;ضحك,صوت,مرتفع,أوجد,فرح,كن,اعتقد,طريق,وحيد,ذهاب,
417;سمح,جيران,جدد,استعارة,جزاز,عشب,عاد,مكسور,
418;قد,ذهب,هدوء,شديد,
419;ابن,كسول,صيف,
420;أكل,عشاء,رفض,نهوض,شعر,سوء,حيال,
421;قد,كذب,شرطة,شعر,عار,
422;قال,أعرف,مكان,صديق,
423;قد,حصل,تذاكر,ذهاب,حديقة,نهاية,أسبوع,
424;حسن,واحد,قرب,وظيف,جاك,أراد,حق,ذهاب,
425;ذهب,شاطئ,يوم,تذكر,حب,صديق,ذهاب,مع,
426;قد,استمتع,كثير,سبب,جعل,فكر,صديق,
427;تكره,تطلب,طعام,أمر,فظيع,
428;قد,طلب,رحل,بر,أتم,استعادة,كلف,كثير,وقت,طريق,كنت,مستاء,
429;حاول,قبض,مجرم,هرب,
430;سك,صغير,
431;نسى,خطوط,مسرح,مدرس,كنت,محرج,كثير,
432;كنت,شخص,رئيس,
433;قد,حصل,مخزون,عائل,طويل,ترك,أجلس,قد,ارتفع,مر,حين,
434;كفى,دفع,رهن,مد,عام,واحد,تساءل,انبغى,علي,بيع,احتفاظ,
435;فقد,عمل,ليل,ماضي,مفاتيح,بحث,مكتب,مد,دقيق,
436;قد,على,مكتب,أكمل,راقب,طوال,وقت,كره,بدو,غب,قبيل,
437;قد,تقدم,تو,حصول,ترقي,ربح,أقال,آلاف,إضافة,
438;منى,ساعد,تمويل,كثير,
439;آخر,كنت,منزل,والد,قام,اطلاع,بوم,صور,قديم,بدأ,استعادة,ذكر,
440;قد,رت,تو,مدى,سهولة,راح,حياة,كنت,طفل,كنى,وحد,أبد,لد,دائم,فعل,
441;عمي,خرج,تو,علاقة,مد,سنوات,تب,خوى,سنوات,ماضي,
442;حصل,سواء,يتم,مض,قدم,
443;شاهد,عب,عروش,
444;حبا,عرض,حزين,انتهى,جبى,بقى,أبد,
445;قد,لد,كفى,حرار,صيف,خريف,
446;تصبح,ساخن,ابن,مستعد,بدء,مدرس,حال,
447;كنت,راضي,درج,امتحان,
448;قد,درس,جد,تمرير,
449;عرض,عمل,قادم,قريب,اعتقد,شيء,قدم,
450;فات,شيء,قد,مض,كثير,وقت,
451;متحمس,جد,أخذ,إجازة,زوج,كن,رغب,بقاء,مقصور,وقت,
452;ذهب,إجازة,رومانسي,عام,تطلع,حق,
453;رجل,التقى,فتاة,واحد,اعتقد,تمام,كيمياء,رائع,خدع,تمام,
454;يا,أمر,مروع,منى,حدث,شخص,ضحك,شيء,مبتسم,شيء,تخيل,لماذا,خدع,
455;رأى,أصدقاء,نشر,صور,مسقط,رأس,افتقد,قليل,
456;عود,ربما,عاد,شتاء,تم,تجربة,ثلج,أخرى,
457;صديق,احتسى,مشروب,ترسم,حفل,عيد,ميلاد,غد,
458;زجاج,أحب,
459;منى,كنت,صخر,
460;ممثل,صخر,
461;بطيء,جد,بدء,كلام,
462;أخذ,حصول,تقييم,انتظر,مكان,مفتوح,مدرس,تدرب,منزل,توقف,صمت,خور,
463;قد,فاجأ,فاز,انتخاب,
464;مستاء,كبير,
465;قد,فقد,وظيف,مؤخر,أواجه,صعوبة,عثور,وظيف,أخرى,
466;وضع,مخيف,كون,تقريب,تقدم,شيء,
467;مرحب,حالك,
468;قد,كنت,فضل,منزعج,كذب,كذب,أزعج,
469;قد,مر,أسوأ,أسبوع,ماضي,ذهب,صديق,رؤى,إحدى,صديق,تحدث,بطاقة,شغف,كثير,فعل,معي,
470;فظيع,سمع,تف,فت,رجال,أراد,يتم,تقييم,رجال,قابل,مجرد,رؤى,شارع,جنون,نسب,وقح,جد,
471;كنت,مستعد,اختبار,تاريخ,سبب,دراس,
472;كنت,استعداد,
473;قد,غلق,هاتف,تو,أحد,رفاق,قدامى,التقى,أول,سنوات,ذهب,تسكع,يوم,أحد,جعل,سعيد,حق,اعتقاد,أعاد,اتصال,
474;التقى,أمس,مطعم,أجر,تو,محادث,جيد,تناول,طعام,اشترك,حياة,بعض,
475;صدق,صقور,جرى,سوبر,بول,كنت,
476;حدث,
477;حبا,كرة,قدم,نتا,مستعد,موسم,
478;أغسطس,يم,انتظر,
479;كنت,خائف,زواج,
480;زل,قلق,
481;ترك,قط,تخرج,مساء,تعدي,منزل,
482;يوم,عيش,جانب,طريق,خشى,ذهب,اتجاه,
483;قد,رأى,كثير,حيوان,قتل,طرق,سريع,محزن,
484;شكر,طيف,دردش,
485;شق,رهيب,
486;مفترض,فعل,كن,على,حال,جبى,حقق,فضل,أمر,
487;علم,وقت,بدا,متأخر,عمر,عام,ذهب,موعد,حوال,واحد,
488;كنت,متوتر,حق,فشل,أمر,جعل,أمور,محرج,عكس,كنى,أمر,سيئ,غاي,
489;خائف,موت,
490;تكون,مؤلم,
491;حب,هوك,مستعد,موسم,
492;حب,أوراق,
493;اعتقد,لد,أطفال,محترم,كوى,سابق,أوان,معرفة,
494;كبر,عمر,أسوأ,سنوات,مثال,
495;ضحك,صوت,مرتفع,منزعج,شيء,طوال,وقت,استطاع,كون,طريق,
496;مضحك,ربما,كنت,فظيع,وقت,
497;خرج,إرسال,سيار,أسوأ,ممكن,أمكن,حال,أحوال,استبدال,إعادة,بناء,والد,قادر,إقراض,دولار,حصول,إرسال,جديد,تم,وضع,
498;أزال,عمل,قيد,تنفيذ,اختبر,ناقل,حركة,أضاع,عمل,شكل,رائع,خرج,سيار,تجاوز,طول,ألف,ميل,مقابل,سيار,أود,حصول,سيار,جديد,أراد,تحمل,دفعة,أخرى,يتم,سداد,منزل,
499;خاصة,شخص,
500;طبع,فعل,مضحك,أعرف,مدى,صعوبة,مراهق,نوع,جدي,
501;مصاب,متلازم,طفل,أول,مضى,أشهر,تسع,حمل,طفل,ثاني,قلق,شأن,حدوث,شيء,
502;حدث,شكل,أساس,تقدم,تسمم,حمل,حد,تجلط,دم,أبدأ,أعضاء,انغلاق,
503;سيار,معطل,حوال,غادر,منزل,رأى,سيار,جديد,
504;حفظ,واحد,جديد,كنى,لد,عام,
505;دائم,وحد,صيف,
506;زوج,ذهب,كند,زيار,والد,
507;كنت,شعر,طموح,حق,يوم,قر,قود,سيار,ساحة,انتظار,مدرس,ابتداء,قديم,رأى,أشياء,اعتاد,رؤى,سنوات,
508;ضبط,شيء,قد,فاجأ,شدة,عدم,إجراء,تجديد,ملعب,مبان,شيء,
509;تعيش,أخت,زوج,أساس,حمة,حصل,أطفال,شيء,نادر,أمنح,حمة,أطفال,شيء,مال,قيام,أنفس,شعر,انزعاج,قليل,
510;تقول,دائم,اشترى,حصل,سخيف,شيء,أخت,زوج,مال,رفض,ترب,أطفال,
511;حق,حب,مدرب,كرة,قدم,جديد,
512;صقور,مدرب,دفاع,جديد,
513;خور,كون,أمريكي,
514;
515;قد,حاول,إنجاب,طفل,فترة,طويل,تقارب,سنوات,انتظار,أشهر,تسع,مقابل,صعب,غاي,
516;كبر,تقريب,اعتقد,حان,أحفاد,
517;شعر,سوء,سرق,ملف,تعريف,ارتباط,جرة,
518;أكل,سرع,
519;قد,كنت,ضعيف,كلية,وقت,
520;فعل,قد,اجتاز,صولة,فصل,دراس,ماضي,اعتقد,ونى,عاد,مسار,صحيح,
521;قد,حصل,مقابل,عمل,أسبوع,مقبل,شعر,قليل,عدم,ارتياح,حيال,
522;تأكيد,متحمس,
523;لد,مؤخر,موعد,محكم,إعالة,طفل,
524;حضر,طرف,آخر,صدر,أمر,اعتقال,حق,مضطر,عود,
525;فعل,دائم,أبدأ,جديد,شيء,محزن,
526;خير,كون,دين,
527;وزن,انبغى,
528;متحمس,
529;حب,
530;لد,واجب,هيئة,محلف,مد,ثلاثة,أشهر,ربيع,ممتع,مثير,دهش,
531;يم,كوى,مصدر,إزعاج,دفع,دولار,يوم,سيئ,
532;صدق,تمطر,يوم,
533;احتاج,مطر,
534;قد,شهد,عواصف,ممطر,كبير,فصلة,ربيع,صيف,دخل,جدول,منزل,حديقة,مر,مخيف,
535;مر,على,شيء,عام,صعب,غاي,تنظيف,طين,فوضى,
536;قد,كنت,غاضب,جد,يوم,ذهب,متجر,كنت,تسوق,بقال,خرج,لاحظ,سيار,غاي,مصد,خلف,كنت,غاضب,جد,غاضب,زل,
537;أسوأ,جزء,أمكن,شخص,ترك,ملاحظ,أقول,آسف,:,
538;زل,منزعج,أمر,كنت,حق,فتاة,بدأ,مواعد,سوء,حظ,أيام,قال,أراد,توقف,مواعد,تحدث,معي,حين,
539;أس,شعر,تحسن,كبير,حيال,شيء,أزعج,انتقل,سعادة,فائق,مواعد,إنهاء,حرف,ظلال,قصير,جد,جعل,اعتقد,شيء,مزيف,أمكن,تفكير,سبب,قيام,
540;قد,قضة,قت,ممتع,حق,إجازة,أسبوع,
541;ذهب,عالم,ديزني,أصدقاء,سبق,زيار,حامل,جواز,مرور,مرر,عد,مر,ممتع,رؤى,عيون,شخص,سبق,مثيل,
542;قد,قضة,رائع,كل,أطفال,صغار,أحب,لعب,مع,جيد,مساعد,إظهار,حبال,أسرار,أصدقاء,
543;قد,تجربة,سيئ,حق,خاصة,هدر,مكون,
544;بيتزا,حفل,عيد,ميلاد,عد,صنع,بيتزا,مفضل,
545;طلب,سلسلة,وجب,سريع,كنى,سيئ,عدل,قول,أصاب,خيبة,أمل,
546;كنت,خائف,طائر,سبب,اضطراب,شديد,
547;تم,تعامل,أصاب,نوب,هلع,شديد,
548;شيء,مهم,حق,نسب,زل,شعر,سوء,فاتن,عيد,ميلاد,خامس,عشر,
549;قد,راد,ابن,عمي,حق,حضر,حفل,استمتع,طهي,خط,صنع,ملف,تعريف,ارتباط,
550;هل,إحدى,مر,كنت,قود,سيار,ثلوج,جديد,كاد,محو,حفر,أخاف,
551;قد,انتهى,كون,خير,رجل,كنت,متوتر,ارتجف,
552;قد,استمتع,حق,رعاية,ترك,والد,معي,عمل,
553;موافق,قد,عب,تو,أجهزة,وكس,تناول,وجب,خفيف,شعر,استمتع,بوق,حق,
554;تقدم,طلب,حصول,مدرس,عام,علم,تو,تم,قبول,
555;قد,خبر,مثير,غاي,خور,جد,
556;حاول,بيع,منزل,مقابل,ألف,دولار,قد,كنت,وضع,مال,سيئ,عرف,حاول,شراء,منزل,مقابل,ألف,محاول,تغلب,ضعة,
557;لد,فكر,اعتقد,زوج,شرير,
558;تعلم,جعل,مجنون,لد,عمل,جيد,ساعد,كثير,حاول,قيام,أجل,
559;وافق,حاول,قيام,معي,
560;تخرج,مدرس,ثانوي,كنت,خور,
561;شائع,حد,زل,خور,رغم,شيء,
562;قد,نهى,نهائي,شهر,سنة,ثاني,كلية,
563;قد,كنت,خائف,حق,شل,انتهى,أمر,فصول,دراس,ونى,كنت,بلة,بلاء,حسن,معظم,كنت,سعيد,جد,
564;كنى,مطر,آونة,أخير,منطق,منى,عيش,قريب,قرب,جبل,حرائق,سيئ,كوى,جاف,
565;عيوب,عشب,
566;أزعج,حق,تصرف,صديق,متفوق,شخص,غرف,بدا,اعتقد,فضل,رجل,أقوى,مظهر,إطلاق,كوى,حق,إطلاق,
567;فاجأ,قد,دائم,آمن,قليل,
568;طالم,كنت,مخلص,صديق,خور,بطريق,
569;أمر,جيد,نادر,أسف,أيام,
570;حق,أراد,قد,وزن,علم,استطاع,فعل,
571;متحمس,
572;طارد,كنت,طفل,كنت,خائف,غاي,سنوات,
573;كنت,طفل,سريع,هرب,كن,سمع,مدى,صعوبة,لعض,
574;تذكر,ونى,كنت,انتظر,خروج,سويتش,كنت,متحمس,غاي,
575;رائع,لد,عديد,ألعاب,أخرى,
576;سيئ,غاي,بعيد,جد,زل,حصل,سحق,عام,
577;هل,شاهد,أس,عالم,مؤخر,
578;قد,شعر,حزن,علم,ريق,مفضل,
579;انزلق,كنت,حمل,صيني,قهوة,عمل,يوم,أيام,
580;كنت,خير,محرج,قليل,خير,علي,عود,منزل,تغيير,رغم,فوضى,عارم,
581;اصطحب,والد,عمل,سيار,جديد,بلغ,عام,كنت,مندهش,جد,
582;قد,كنت,متحمس,جد,مجرد,امتلاك,سيار,رائع,إطلاق,
583;زل,افتقد,شريك,قد,ترك,وحد,
584;اعتقد,حدث,أبد,كن,افترض,جمع,منزل,مع,
585;كنت,مرحلة,مدرس,سقط,سروال,جميع,
586;ضحك,كثير,جلس,
587;كنت,أصغر,سن,والد,خاف,أخاف,إخوة,شدة,درج,ونى,كاد,بال,
588;كنت,أصغر,سن,والد,خاف,أخاف,إخوة,شدة,درج,ونى,كاد,بال,
589;كنت,صغير,رغم,ونى,بكى,
590;كنت,أصغر,سن,توفى,جد,كنت,مستاء,غاي,
591;شكر,منى,حدث,شيء,
592;ذئب,أبيض,كبير,ذئب,حديقة,أشهر,قليل,ماضي,خشى,قتل,قطط,جير,
593;علم,لد,قندس,طيف,رأس,عين,متبقي,حيوان,صغير,أشبه,فناء,قرف,
594;قد,دع,صديق,مؤخر,حفل,زفاف,كنى,أعرف,مخطوب,حفل,زفاف,رائع,
595;كبير,جد,ربما,ضيف,قد,زوج,مع,مد,عام,واحد,قام,إعداد,شيء,سرع,كبير,
596;اعتاد,والد,كوى,شارب,كبير,جد,تسبب,مشاكل,عائل,
597;قد,توقف,خير,شرب,سنوات,كنت,خور,جد,تمكن,تكوين,علاقة,حقيق,
598;أعرف,حق,تفاعل,أحد,أصدقاء,خبر,بضع,أيام,ذهب,سام,فترة,وقت,فاجأ,عائل,ذهب,إفريقي,طوال,وقت,),وقت,بقى,تحرك,بضع,سنوات,
599;اعتقد,سبب,ترك,مدرس,كثير,أسباب,بقاء,أمريكا,أمكن,بدء,حياة,جديد,ند,جعل,حزين,رغم,ونى,توقع,إطلاق,
600;كسر,مزهر,منزل,أمة,عام,ماضي,انتهى,أمر,إخفاء,أدلة,زل,خبر,شعر,سوء,حيال,
601;باهظ,ثمن,حد,تكني,استخدم,شيء,تلاحظ,ذهب,اعتقد,ونى,اشترى,بديل,أعلم,ونى,كسر,قديم,
602;قصد,كلب,دخل,سم,فئران,مات,قد,حادث,مروع,حق,
603;عمر,سنوات,قليل,كنى,طويل,كفاية,
604;صحيح,حرص,مكان,أضاع,سم,فئران,
605;حدث,سرع,كبير,بدأ,رأى,أعراض,وفى,يوم,تالي,أخذ,طبيب,بيطرة,
606;حصل,صديق,منح,دراس,ضخم,نجح,صعوبة,اختبار,
607;أساس,اختبار,قائم,لغة,جيد,حق,لغة,
608;قد,حد,فاصل,حوال,نقط,واحد,كنت,غيور,جد,كون,صادق,كاد,فعل,أسف,
609;انتهى,أمر,ترك,دراس,متابع,كتاب,مد,عام,نصف,إهدار,منح,دراس,
610;قد,كنت,مربوط,جد,مال,سنة,أولى,كلية,كنت,حاج,حق,حصول,حصول,منح,دراس,
611;شعر,ثقة,كبير,ونى,حصل,حسن,حظ,كنت,حق,حصل,
612;سرق,صديق,أموال,أسبوع,ماضي,
613;اعترف,حوال,دولار,دفع,مال,أمر,محبط,سأل,أول,كنت,أعطى,مال,
614;كنت,متوتر,غاي,ذهاب,طبيب,أسنان,يوم,اعتقد,ونى,أفقد,وعي,
615;أرض,تم,إصلاح,أسنان,احتاج,شدة,قلق,حق,شيء,
616;سجل,ضرب,مربع,وجه,خرج,سيار,
617;متأنق,طبيب,والد,فكر,شيء,
618;ناهي,قد,لد,شظايا,زجاج,بضع,أيام,استحمام,
619;قد,أمر,مزعج,حق,كنت,فكر,ونى,غادر,سنة,أولى,كلية,أمر,نجح,مخطط,
620;قد,مجرد,شخص,عشواء,حق,متوافق,معي,محبط,حق,حبس,مع,
621;انتقل,منزل,جديد,عام,ماضي,أحب,قضة,قت,عمل,مشاريع,وقت,طول,أطفال,
622;تأكيد,وقت,استغرق,خبراء,إصلاح,منازل,كبير,حد,
623;لد,مشاكل,إدارة,غضب,كنت,طفل,جعل,شعر,غباء,تفكير,أخرى,
624;تكون,هدوء,شيء,طيف,إجهاد,حق,
625;تناول,مشروب,حقيق,أكتوبر,أصدقاء,كنت,متوتر,جد,حيال,
626;جرب,شيء,مخدر,كحول,كنى,أعرف,توقع,
627;وسع,شعر,سوء,صديق,التقى,فتاة,جيد,حق,نسب,سعيد,أجل,منى,كنت,علاقة,جيد,تعلم,
628;سعيد,أجل,ضبط,وسع,شعر,شعور,غارق,حفر,معد,سمع,زل,شعر,شخص,ساء,نوع,
629;زات,انتخاب,فخر,رئيس,جمع,كنت,واثق,جد,نفس,
630;قد,تغلب,شخص,شعب,أمر,مفاجئ,نسب,
631;يوم,أطفال,سيئ,شعر,ونى,رام,وجه,شعر,ذنب,
632;طرق,أخرى,تأديب,صراخ,قد,جرح,مشاعر,
633;اشترى,والد,سيار,بلغ,عام,كنت,جد,
634;زل,امتلك,واقع,عمل,
635;قد,صدم,حصل,سيار,جديد,جآ,والد,جيد,
636;يوم,ميلاد,
637;كنت,حفل,بدأ,فتاة,شعر,حساس,شديد,غازل,لد,صديق,وقت,
638;كنت,قريب,جد,صديق,فعل,شيء,خبر,ونى,كنت,علاقة,تف,فكر,خاطئ,
639;سأل,طفل,بالغ,عمر,سنوات,يوم,أعطى,إجابة,صحيح,تردد,
